Email_Text,Email_Type,cleaned_text,sentiment
"new power plant in nevada lorna , thanks . yes , we had heard that pg & e was looking to site a "" big one "" near vegas . it is speculated that this project may well be an anchor for a kern river expansion . market intelligence - enron transportation services from : lorna brennan on 10 / 02 / 2000 02 : 28 pm to : steven harris / et & s / enron @ enron , jeffery fawcett / et & s / enron @ enron , lorraine lindberg / et & s / enron @ enron , kevin hyatt / et & s / enron @ enron , christine stokes / et & s / enron @ enron , tk lohman / et & s / enron @ enron , michelle lokay / et & s / enron @ enron , lindy donoho / et & s / enron @ enron , lee huber / et & s / enron @ enron , susan scott / et & s / enron @ enron cc : subject : new power plant in nevada note : i ' m sure you have this on your radar screen , but just in case you don ' t . . . pg & e corp . announced that its national energy group will develop its first nevada project , a 1 , 000 mw natural gas - fired generating plant to be located 45 miles northeast of las vegas . the merchant plant ' s main purpose is to supply nevada , but when it is not needed there , it will add much - needed supply to the western energy market . the group hopes to begin construction during the fourth quarter of 2001 , with completion expected in early 2004 . "" southern nevada has one of the most rapidly growing economies in the country , "" said thomas b . king , president of pg & e neg , west region . "" because of its location near las vegas , the meadow valley project will be ideally positioned to efficiently serve that demand growth . "" including the nevada project , pg & e national energy group has a total of 4 , 000 mw in development or construction in california , oregon , nevada and arizona .",Safe Email,new power plant in nevada lorna  thanks  yes  we had heard that pg  e was looking to site a  big one  near vegas  it is speculated that this project may well be an anchor for a kern river expansion  market intelligence  enron transportation services from  lorna brennan on         pm to  steven harris  et  s  enron  enron  jeffery fawcett  et  s  enron  enron  lorraine lindberg  et  s  enron  enron  kevin hyatt  et  s  enron  enron  christine stokes  et  s  enron  enron  tk lohman  et  s  enron  enron  michelle lokay  et  s  enron  enron  lindy donoho  et  s  enron  enron  lee huber  et  s  enron  enron  susan scott  et  s  enron  enron cc  subject  new power plant in nevada note  i  m sure you have this on your radar screen  but just in case you don  t    pg  e corp  announced that its national energy group will develop its first nevada project  a    mw natural gas  fired generating plant to be located  miles northeast of las vegas  the merchant plant  s main purpose is to supply nevada  but when it is not needed there  it will add much  needed supply to the western energy market  the group hopes to begin construction during the fourth quarter of   with completion expected in early    southern nevada has one of the most rapidly growing economies in the country   said thomas b  king  president of pg  e neg  west region   because of its location near las vegas  the meadow valley project will be ideally positioned to efficiently serve that demand growth   including the nevada project  pg  e national energy group has a total of    mw in development or construction in california  oregon  nevada and arizona ,1
"
    >> Before we get too far down this road, what do people think of
    >> creating a spambayes package containing classifier and tokenizer?
    >> This is just to minimize clutter in site-packages.    Guido> Too early IMO (if you mean to leave the various other tools out
    Guido> of it).Well, I mentioned classifier and tokenize only because I thought they were
the only importable modules.  The rest represent script-level code, right?    Guido> If and when we package this, perhaps we should use Barry's trick
    Guido> from the email package for making the package itself the toplevel
    Guido> dir of the distribution (rather than requiring an extra directory
    Guido> level just so the package can be a subdir of the distro).That would be perfect.  I tried in the naive way last night, but wound up
with all .py files in the package, which wasn't my intent.Skip
",Safe Email,"
     before we get too far down this road what do people think of
     creating a spambayes package containing classifier and tokenizer
     this is just to minimize clutter in sitepackages    guido too early imo if you mean to leave the various other tools out
    guido of itwell i mentioned classifier and tokenize only because i thought they were
the only importable modules  the rest represent scriptlevel code right    guido if and when we package this perhaps we should use barrys trick
    guido from the email package for making the package itself the toplevel
    guido dir of the distribution rather than requiring an extra directory
    guido level just so the package can be a subdir of the distrothat would be perfect  i tried in the naive way last night but wound up
with all py files in the package which wasnt my intentskip
",0
"how many "" inches "" do you need to satisfy a woman in bed ? 67 % of women desire a bigger man . . . > > from the creator of longitude comes sizemax - the most powerful penis enlargement pill on the market ! go big . . . satisfy her better than any man can ! ! ! over 120 , 000 , 000 capsules sold ! ! ! . do you want a larger and firmer penis ? . do you want to give your partner more pleasure ? . do you want to stay rock hard longer ? our revolutionary pill can enlarge your penis up to 3 - full - inches . 100 % guaranteed ! believe it or not , it is now possible . check out dramatic before and after photos and what jane magazine had to say about the breakthrough sizemax formula . . . click here for no further emails click here [ ^ "" : } h & * tgobk 5 nkiys 5 ]",Phishing Email,how many  inches  do you need to satisfy a woman in bed    of women desire a bigger man      from the creator of longitude comes sizemax  the most powerful penis enlargement pill on the market  go big    satisfy her better than any man can    over      capsules sold     do you want a larger and firmer penis   do you want to give your partner more pleasure   do you want to stay rock hard longer  our revolutionary pill can enlarge your penis up to   full  inches    guaranteed  believe it or not  it is now possible  check out dramatic before and after photos and what jane magazine had to say about the breakthrough sizemax formula    click here for no further emails click here      h   tgobk  nkiys  ,0
"revised june avails . - gb 128 ( sea robin p / l ) - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 31 / 2000 08 : 54 am - - - - - - - - - - - - - - - - - - - - - - - - - - - "" steve holmes "" on 05 / 31 / 2000 08 : 46 : 57 am to : , cc : subject : revised june avails . - gb 128 ( sea robin p / l ) i forgot to include the garden banks 128 on the sea robin pvr revisions . steve - enronavailso 600 revised 4 . xls - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 31 / 2000 08 : 54 am - - - - - - - - - - - - - - - - - - - - - - - - - - - "" steve holmes "" on 05 / 31 / 2000 08 : 58 : 12 am to : , cc : subject : ei 316 revision effective 6 / 01 / 00 ( tennessee gas p / l ) please see the attached change to be effective 6 / 01 / 2000 . ami - all of this gas will be priced at excess pricing . steve - ei 316 reveffo 60100 . xls",Safe Email,revised june avails   gb   sea robin p  l                        forwarded by ami chokshi  corp  enron on         am                             steve holmes  on           am to   cc  subject  revised june avails   gb   sea robin p  l  i forgot to include the garden banks  on the sea robin pvr revisions  steve  enronavailso  revised   xls                       forwarded by ami chokshi  corp  enron on         am                             steve holmes  on           am to   cc  subject  ei  revision effective       tennessee gas p  l  please see the attached change to be effective       ami  all of this gas will be priced at excess pricing  steve  ei  reveffo   xls,0
"Angles Puglisi (angles@aminvestments.com) wrote*:
>Also, they are developing rapidly in their CVS and looks like their next version
>of alsaplaer will be pretty cool, but I have no idea when it will be ready.ahh, oops they just released. -/--
That's ""angle"" as in geometry._______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",Safe Email,"angles puglisi anglesaminvestmentscom wrote
also they are developing rapidly in their cvs and looks like their next version
of alsaplaer will be pretty cool but i have no idea when it will be readyahh oops they just released 
thats angle as in geometry
rpmlist mailing list 
httplistsfreshrpmsnetmailmanlistinforpmlist
",0
"URL: http://www.askbjoernhansen.com/archives/2002/09/24.html
Date: 2002-09-24T02:31:20-08:00This Monkey Switch Ad is too funny. Huge smile on my face. :-) It was the 
winner of a competition MacRumors had set up. (Via Nathan)...
",Safe Email,"url httpwwwaskbjoernhansencomarchiveshtml
date tthis monkey switch ad is too funny huge smile on my face  it was the 
winner of a competition macrumors had set up via nathan
",0
"shed inches in minutes , n = ioan , fz nf 83 fao 9 r 898 = 0 sa",Phishing Email,shed inches in minutes  n  ioan  fz nf  fao  r    sa,0
"re : 8 : 30 am trade count fyi : having more and more counterparties that will only deal on one side of my market . - - - - - original message - - - - - from : kitchen , louise sent : wednesday , november 07 , 2001 10 : 14 am to : arnold , john ; ' hunter . shivley @ enron . com ' ; ' scott . neil @ enron . com ' ; ' tom . martin @ enron . com ' ; grigsby , mike subject : fw : 8 : 30 am trade count note aquila . - - - - - - - - - - - - - - - - - - - - - - - - - - sent from my blackberry wireless handheld - - - - - original message - - - - - from : webb , jay to : kitchen , louise sent : wed nov 07 08 : 34 : 43 2001 subject : 8 : 30 am trade count hi louise , we are having a typical trading pace so far today . it is too early to tell if any counterparty is really cutting back . like yesterday , however , aquila is buying longer dated physical gas and selling spot gas ; so once again they are a big net buyer . trade counts , by 8 : 30 am , since october 1 : trade date trade cnt 11 / 7 / 2001 2314 11 / 6 / 2001 2504 11 / 5 / 2001 2340 11 / 4 / 2001 7 11 / 3 / 2001 18 11 / 2 / 2001 2288 11 / 1 / 2001 2484 10 / 31 / 2001 2374 10 / 30 / 2001 2021 10 / 29 / 2001 2259 10 / 27 / 2001 7 10 / 26 / 2001 2395 10 / 25 / 2001 2875 10 / 24 / 2001 2292 10 / 23 / 2001 2637 10 / 22 / 2001 2303 10 / 21 / 2001 15 10 / 20 / 2001 1 10 / 19 / 2001 2624 10 / 18 / 2001 2192 10 / 17 / 2001 2313 10 / 16 / 2001 2101 10 / 15 / 2001 1710 10 / 14 / 2001 8 10 / 13 / 2001 7 10 / 12 / 2001 1906 10 / 11 / 2001 1999 10 / 10 / 2001 1786 10 / 9 / 2001 1853 10 / 8 / 2001 1824 10 / 7 / 2001 3 10 / 6 / 2001 5 10 / 5 / 2001 1939 10 / 4 / 2001 2365 10 / 3 / 2001 1935 10 / 2 / 2001 1641 10 / 1 / 2001 1876",Safe Email,re     am trade count fyi  having more and more counterparties that will only deal on one side of my market       original message      from  kitchen  louise sent  wednesday  november       am to  arnold  john   hunter  shivley  enron  com    scott  neil  enron  com    tom  martin  enron  com   grigsby  mike subject  fw     am trade count note aquila                            sent from my blackberry wireless handheld      original message      from  webb  jay to  kitchen  louise sent  wed nov        subject     am trade count hi louise  we are having a typical trading pace so far today  it is too early to tell if any counterparty is really cutting back  like yesterday  however  aquila is buying longer dated physical gas and selling spot gas  so once again they are a big net buyer  trade counts  by    am  since october   trade date trade cnt                                                                                                                                                                                                                              ,0
"On Thu, Aug 22, 2002 at 10:58:34PM +0200, Robert Harley wrote:
> An apparent quote from Dubya, from the Times (sent to me by my Dad):
> 
> http://www.timesonline.co.uk/printFriendly/0,,1-43-351083,00.htmlhttp://www.snopes.com/quotes/bush.htmClaim:   President George W. Bush proclaimed, ""The problem with
the French is that they don't have a word for entrepreneur.""
Origins:   Yet another French fried ""George W. Bush is dumb""
story has been taken up by those who like their caricatures
drawn in stark, bold lines. According to scuttlebutt that
emerged in the British press in July 2002, President Bush,
Britain's Prime Minister Tony Blair, and France's President
Jacques Chirac were discussing economics and, in particular,
the decline of the French economy. ""The problem with the
French,"" Bush afterwards confided in Blair, ""is that they don't
have a word for entrepreneur.""The source was Shirley Williams, also known as the Baroness
Williams of Crosby, who claimed ""my good friend Tony Blair"" had
recently regaled her with this anecdote in Brighton.Lloyd Grove of The Washington Post was unable to reach Baroness
Williams to gain her confirmation of the tale, but he did
receive a call from Alastair Campbell, Blair's director of
communications and strategy. ""I can tell you that the prime
minister never heard George Bush say that, and he certainly
never told Shirley Williams that President Bush did say it,""
Campbell told The Post. ""If she put this in a speech, it must
have been a joke.""This is far from the first time Bush has been made the butt of
a jibe meant to showcase what some perceive as his less than
stellar intellectual abilities. Without straining our memories
too hard, we can come up with three other instances we've
chronicled on this site. In the summer of 2001, the joke of the
moment centered upon a supposed study that had resulted in the
ranking of Presidential IQs, with George W. Bush being pegged
as the Chief Executive who scraped the bottom of the
intelligence barrel. In December 2000 it was a fake Nostradamus
quatrain which pontificated that the ""village idiot"" would win
the 2000 Presidential election. And in the spring of 2002, it
was the story of Bush's waving at Stevie Wonder that set folks
to chortling up their sleeves.Stories that illustrate this widely believed intellectual
shortcoming will always waft after George W. Bush because they
seemingly confirm what many already hold as true about this
public figure, that he's not the brightest fellow that's ever
been. It is human nature to revel in yarns that the hearer at
some level agrees with, thus tales of this sort will always
fall upon appreciative ears.Barbara ""ears of corn"" MikkelsonLast updated:   29 July 2002http://xent.com/mailman/listinfo/fork",Safe Email,"on thu aug   at pm  robert harley wrote
 an apparent quote from dubya from the times sent to me by my dad
 
 httpwwwtimesonlinecoukprintfriendlyhtmlhttpwwwsnopescomquotesbushhtmclaim   president george w bush proclaimed the problem with
the french is that they dont have a word for entrepreneur
origins   yet another french fried george w bush is dumb
story has been taken up by those who like their caricatures
drawn in stark bold lines according to scuttlebutt that
emerged in the british press in july  president bush
britains prime minister tony blair and frances president
jacques chirac were discussing economics and in particular
the decline of the french economy the problem with the
french bush afterwards confided in blair is that they dont
have a word for entrepreneurthe source was shirley williams also known as the baroness
williams of crosby who claimed my good friend tony blair had
recently regaled her with this anecdote in brightonlloyd grove of the washington post was unable to reach baroness
williams to gain her confirmation of the tale but he did
receive a call from alastair campbell blairs director of
communications and strategy i can tell you that the prime
minister never heard george bush say that and he certainly
never told shirley williams that president bush did say it
campbell told the post if she put this in a speech it must
have been a jokethis is far from the first time bush has been made the butt of
a jibe meant to showcase what some perceive as his less than
stellar intellectual abilities without straining our memories
too hard we can come up with three other instances weve
chronicled on this site in the summer of  the joke of the
moment centered upon a supposed study that had resulted in the
ranking of presidential iqs with george w bush being pegged
as the chief executive who scraped the bottom of the
intelligence barrel in december  it was a fake nostradamus
quatrain which pontificated that the village idiot would win
the  presidential election and in the spring of  it
was the story of bushs waving at stevie wonder that set folks
to chortling up their sleevesstories that illustrate this widely believed intellectual
shortcoming will always waft after george w bush because they
seemingly confirm what many already hold as true about this
public figure that hes not the brightest fellow thats ever
been it is human nature to revel in yarns that the hearer at
some level agrees with thus tales of this sort will always
fall upon appreciative earsbarbara ears of corn mikkelsonlast updated    july httpxentcommailmanlistinfofork",0
"mid - year 2000 performance feedback - - - - - - - - - - - - - - - - - - - - - - forwarded by steve beck / hou / ees on 05 / 18 / 2000 10 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - - "" perfmgmt @ ect . enron . com "" < perfmgmt on 05 / 17 / 2000 07 : 54 : 05 pm to : sbeck @ enron . com cc : subject : mid - year 2000 performance feedback note : you will receive this message each time you are selected as a reviewer . you have been selected to participate in the mid - year 2000 performance management process by providing meaningful feedback on specific employee ( s ) that have been identified for you . your feedback plays an important role in the performance management process , and your participation is very critical to the success of enron ' s performance management goals . please provide feedback on the employee ( s ) listed below by accessing the performance management system ( pep ) and completing an online feedback form as described in the "" performance management quick reference guide "" . you may begin your feedback input immediately . please have all feedback forms completed by the date noted below . if you have any questions regarding pep or your responsibility in the process , please call the pep help desk at the following numbers : in the u . s . : 1 - 713 - 853 - 4777 , option 4 in europe : 44 - 207 - 783 - 4040 , option 4 in canada : 1 - 403 - 974 - 6724 ( canada employees only ) or e - mail your questions to : perfmgmt @ enron . com thank you for your participation in this important process . the following list of employees is a cumulative list of all feedback requests , by operating company , that have an "" open "" feedback status . an employee ' s name will no longer appear once you have completed the feedback form and select the "" submit "" button in pep . review group : enron feedback due date : jun 09 , 2000 employee name supervisor name date selected - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - melodick , kimberly a cindy l skinner may 15 , 2000 villarreal , norma e cindy l skinner may 15 , 2000",Safe Email,mid  year  performance feedback                       forwarded by steve beck  hou  ees on         am                             perfmgmt  ect  enron  com   perfmgmt on           pm to  sbeck  enron  com cc  subject  mid  year  performance feedback note  you will receive this message each time you are selected as a reviewer  you have been selected to participate in the mid  year  performance management process by providing meaningful feedback on specific employee  s  that have been identified for you  your feedback plays an important role in the performance management process  and your participation is very critical to the success of enron  s performance management goals  please provide feedback on the employee  s  listed below by accessing the performance management system  pep  and completing an online feedback form as described in the  performance management quick reference guide   you may begin your feedback input immediately  please have all feedback forms completed by the date noted below  if you have any questions regarding pep or your responsibility in the process  please call the pep help desk at the following numbers  in the u  s           option  in europe          option  in canada          canada employees only  or e  mail your questions to  perfmgmt  enron  com thank you for your participation in this important process  the following list of employees is a cumulative list of all feedback requests  by operating company  that have an  open  feedback status  an employee  s name will no longer appear once you have completed the feedback form and select the  submit  button in pep  review group  enron feedback due date  jun    employee name supervisor name date selected                                          melodick  kimberly a cindy l skinner may    villarreal  norma e cindy l skinner may   ,0
"re : 6 . 293 words that are their own opposites this does n't quite qualify , but ' overlook ' means the opposite of ' look over ' : "" my accountant looked over my records but overlooked a deduction . . . "" - - - university of california riverside , ca 92521",Safe Email,re     words that are their own opposites this does nt quite qualify  but  overlook  means the opposite of  look over    my accountant looked over my records but overlooked a deduction        university of california riverside  ca ,0
texaco 989826 bill moore called this morning and said he sent in a nomination change for the 15 th on for meter 989826 . he would like to go from 1100 to 1250 . the daily meter volumes are ranging for the month from 1164 to 1334 bill feels the 1250 will be the avg . let me know what you think daren . thanks .,Safe Email,texaco  bill moore called this morning and said he sent in a nomination change for the  th on for meter   he would like to go from  to   the daily meter volumes are ranging for the month from  to  bill feels the  will be the avg  let me know what you think daren  thanks ,0
start date : 12 / 20 / 01 ; hourahead hour : 21 ; start date : 12 / 20 / 01 ; hourahead hour : 21 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001122021 . txt,Safe Email,start date        hourahead hour    start date        hourahead hour    no ancillary schedules awarded  no variances detected  log messages  parsing file     o   portland  westdesk  california scheduling  iso final schedules    txt,0
"Long time no chat!How have you been? If you've been like me, you've been trying
trying almost EVERYTHING to lose weight.Â  I know how you feel
- the special diets, miracle pills, and fancy exercise 
equipment never helped me lose the pounds I needed to lose
either.Â  It seemed like the harder I worked at it, the less
weight I lost - until I heard about 'Extreme Power Plus'.You're probably thinking to yourself, ""Oh geez, not another
miracle diet pill!""Â  Like you, I was skeptical at first, but 
my sister said it helped her lose 23 pounds in just 2 weeks, 
so I told her I'd give it a try.Â  I mean, there was nothing 
to lose except a lot of weight!Â  Let me tell you, it was
the best decision I've ever made.  PERIOD.  Six months later,
as I'm writing this message to you, I've gone from 355 pounds
to 210 pounds, and I haven't changed my exercise routine or diet
at all.Â  Yes, I still eat pizza, and lots of it!I was so happy with the results that I contacted the manufacturer
and received permission to resell it - at a HUGE discount.Â I feel
the need to help other people lose weight like I did, because it
does so much for your self-esteem, not to mention your health.
I am giving you my personal pledge that 'Extreme Power Plus'
absolutely WILL WORK FOR YOU. 100 % Money-Back GUARANTEED!If you are frustrated with trying other products, without having 
any success, and just not getting the results you were promised,
then I recommend the only product that worked for me - 
'EXTREME POWER PLUS'!You're probably asking yourself, ""Ok, so how does this stuff
actually work?""Extreme Power Plus contains Lipotropic fat burners and ephedra which 
is scientifically proven to increase metabolism and cause rapid 
weight loss. No ""hocus pocus"" in these pills - just RESULTS!!! Here is the bottom line ...I can help you lose 10-15 pounds per week naturally, without
exercising and without having to eat rice cakes all day.Â  
Just try it for one month - there's pounds to lose and confidence 
to gain!Â  You will lose weight fast - GUARANTEED.Â  This is my
pledge to you.BONUS! Order NOW & get FREE SHIPPING on 3 bottles or more!Â  To order Extreme Power Plus on our secure server, just click
on this link -> http://www.2002dietspecials.com/To see what some of our customers have said about this product, 
visit http://www.2002dietspecials.com/testimonials.shtmlTo see a list of ingredients and for more information
on test studies and how it will help you lose weight, visit 
http://www.2002dietspecials.com/ingre1.shtml**************************************************************
If you feel that you have received this email in error, please 
send an email to ""print2@btamail.net.cn"" requesting to be 
removed. Thank you, and we apologize for any inconvenience.
**************************************************************--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
",Phishing Email,"long time no chathow have you been if youve been like me youve been trying
trying almost everything to lose weight  i know how you feel
 the special diets miracle pills and fancy exercise 
equipment never helped me lose the pounds i needed to lose
either  it seemed like the harder i worked at it the less
weight i lost  until i heard about extreme power plusyoure probably thinking to yourself oh geez not another
miracle diet pill  like you i was skeptical at first but 
my sister said it helped her lose  pounds in just  weeks 
so i told her id give it a try  i mean there was nothing 
to lose except a lot of weight  let me tell you it was
the best decision ive ever made  period  six months later
as im writing this message to you ive gone from  pounds
to  pounds and i havent changed my exercise routine or diet
at all  yes i still eat pizza and lots of iti was so happy with the results that i contacted the manufacturer
and received permission to resell it  at a huge discount i feel
the need to help other people lose weight like i did because it
does so much for your selfesteem not to mention your health
i am giving you my personal pledge that extreme power plus
absolutely will work for you   moneyback guaranteedif you are frustrated with trying other products without having 
any success and just not getting the results you were promised
then i recommend the only product that worked for me  
extreme power plusyoure probably asking yourself ok so how does this stuff
actually workextreme power plus contains lipotropic fat burners and ephedra which 
is scientifically proven to increase metabolism and cause rapid 
weight loss no hocus pocus in these pills  just results here is the bottom line i can help you lose  pounds per week naturally without
exercising and without having to eat rice cakes all day  
just try it for one month  theres pounds to lose and confidence 
to gain  you will lose weight fast  guaranteed  this is my
pledge to youbonus order now  get free shipping on  bottles or more  to order extreme power plus on our secure server just click
on this link  httpwwwdietspecialscomto see what some of our customers have said about this product 
visit httpwwwdietspecialscomtestimonialsshtmlto see a list of ingredients and for more information
on test studies and how it will help you lose weight visit 
httpwwwdietspecialscomingreshtml
if you feel that you have received this email in error please 
send an email to printbtamailnetcn requesting to be 
removed thank you and we apologize for any inconvenience
deathtospamdeathtospamdeathtospam

this sfnet email is sponsored bythinkgeek
welcome to geek heaven
httpthinkgeekcomsf

spamassassinsightings mailing list
spamassassinsightingslistssourceforgenet
httpslistssourceforgenetlistslistinfospamassassinsightings
",0
"junk mail : books for linguists plurabelle books has a new catalogue of second hand and out of print books in linguistics and history of linguistics available . it contains 250 titles . please ask for your free copy of the catalogue ( please include your mailing address if you want a paper copy ) or visit us on the net http : / / www . plurabelle . co . uk / lingu . htm or write to dr michael cahn plurabelle books 77 garden walk cambridge cb4 3ew tel 0044 - 1223 - 366680 , fax - 571105 lingu @ plurabelle . co . uk we only sell books we would like to read open anytime at http : / / www . plurabelle . co . uk",Phishing Email,junk mail  books for linguists plurabelle books has a new catalogue of second hand and out of print books in linguistics and history of linguistics available  it contains  titles  please ask for your free copy of the catalogue  please include your mailing address if you want a paper copy  or visit us on the net http    www  plurabelle  co  uk  lingu  htm or write to dr michael cahn plurabelle books  garden walk cambridge cb ew tel       fax   lingu  plurabelle  co  uk we only sell books we would like to read open anytime at http    www  plurabelle  co  uk,0
"austronesian linguistics marian klamer a grammar of kambera 1998 . 24 x 16 cm . xv , 448 pages . cloth dm 318 , - / approx . us $ 199 . 00 isbn 3-11 - 016187 - 7 mouton grammar library 18 mouton de gruyter * berlin * new york this volume presents the first detailed , systematic and comprehensive description of the phonology , morphology and syntax of kambera , a polysynthetic austronesian ( central malayo - polynesian ) language spoken by approximately 150 . 000 speakers on the island of sumba in eastern indonesia . although this language has drawn the attention of missionaries and anthropologists for over a century , up to now no systematic account of the structure of this language has been available . the study is based on primary language data , gathered by the author during fieldwork on sumba . starting out from a detailed analysis of kambera phonology , the study focusses on the morphology ; a detailed discussion of the morpho-syntactic properties of kambera is included . while an explictly theoretical approach has been avoided , insights from various grammatical theories are used to elucidate the structure of the language . the analyses are accessible to linguists of all theoretical persuasions . the grammar is richly illustrated with examples , most of which are taken from actual discourse . an appendix provides a selection of kambera texts . an index for easy reference completes the volume . this an important contribution to austronesian linguistics as well as to language typology and to general linguistic theory . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ mouton de gruyter walter de gruyter , inc . postfach 30 34 21 200 saw mill river road d-10728 berlin hawthorne , ny 10532 germany usa fax : + 49 ( 0 ) 30 26005-351 fax : + 1 914 747-1326 email : mouton @ degruyter . de publications by de gruyter can also be ordered via world wide web : http : / / www . degruyter . com",Safe Email,austronesian linguistics marian klamer a grammar of kambera    x  cm  xv   pages  cloth dm     approx  us     isbn      mouton grammar library  mouton de gruyter  berlin  new york this volume presents the first detailed  systematic and comprehensive description of the phonology  morphology and syntax of kambera  a polysynthetic austronesian  central malayo  polynesian  language spoken by approximately    speakers on the island of sumba in eastern indonesia  although this language has drawn the attention of missionaries and anthropologists for over a century  up to now no systematic account of the structure of this language has been available  the study is based on primary language data  gathered by the author during fieldwork on sumba  starting out from a detailed analysis of kambera phonology  the study focusses on the morphology  a detailed discussion of the morphosyntactic properties of kambera is included  while an explictly theoretical approach has been avoided  insights from various grammatical theories are used to elucidate the structure of the language  the analyses are accessible to linguists of all theoretical persuasions  the grammar is richly illustrated with examples  most of which are taken from actual discourse  an appendix provides a selection of kambera texts  an index for easy reference completes the volume  this an important contribution to austronesian linguistics as well as to language typology and to general linguistic theory                                                                         mouton de gruyter walter de gruyter  inc  postfach     saw mill river road d berlin hawthorne  ny  germany usa fax         fax      email  mouton  degruyter  de publications by de gruyter can also be ordered via world wide web  http    www  degruyter  com,1
"URL: http://www.newsisfree.com/click/-0,8605373,1440/
Date: Not suppliedPlastic discs designed to sit inside food packaging and change colour when the 
contents go off could provide warnings to consumers
",Safe Email,"url httpwwwnewsisfreecomclick
date not suppliedplastic discs designed to sit inside food packaging and change colour when the 
contents go off could provide warnings to consumers
",0
"convergence / divergence of dialects european science foundation the convergence and divergence of dialects in a changing europe university of reading , 17-19 september , 1998 a reminder : closing dates for abstracts 16th march 1998 ! the final conference of the european science foundation network on the convergence and divergence of dialects in a changing europe will take place at the university of reading , england , on 17-19 september , 1998 . it will include invited lectures by gaetano berruto ( turin ) , william labov ( pennsylvania ) and peter trudgill ( lausanne ) , as well as lectures by members of the network . papers for this event are welcome from everyone working in the area of dialect convergence and divergence in europe , both from a diachronic and a synchronic perspective , using qualitative or quantitative methodology . contributions on the smaller languages of europe are particularly welcome , as are papers on syntax , prosody and discourse . for further details , see previous postings or see the following website : http : / / www . linguistics . reading . ac . uk / research / seminars / dialect / - or email paul kerswill on p . e . kerswill @ reading . ac . uk .",Safe Email,convergence  divergence of dialects european science foundation the convergence and divergence of dialects in a changing europe university of reading   september   a reminder  closing dates for abstracts th march   the final conference of the european science foundation network on the convergence and divergence of dialects in a changing europe will take place at the university of reading  england  on  september    it will include invited lectures by gaetano berruto  turin   william labov  pennsylvania  and peter trudgill  lausanne   as well as lectures by members of the network  papers for this event are welcome from everyone working in the area of dialect convergence and divergence in europe  both from a diachronic and a synchronic perspective  using qualitative or quantitative methodology  contributions on the smaller languages of europe are particularly welcome  as are papers on syntax  prosody and discourse  for further details  see previous postings or see the following website  http    www  linguistics  reading  ac  uk  research  seminars  dialect   or email paul kerswill on p  e  kerswill  reading  ac  uk ,1
"you have to be kidding me . this is a special advertisement . 437 e 1000 s pleasant grove , ut 84062 to unsubscribe and not receive any future mailings for any of our offers please click here the link below : please refer all questions , opinions or additional feedback to : service dept 9420 reseda blvd # 133 northridge , ca 91324",Phishing Email,you have to be kidding me  this is a special advertisement   e  s pleasant grove  ut  to unsubscribe and not receive any future mailings for any of our offers please click here the link below  please refer all questions  opinions or additional feedback to  service dept  reseda blvd   northridge  ca ,0
